poverty_female,poverty_male,poverty_family,Year
218.0,141.0,80.0,2019
752.0,398.0,256.0,2019
62.0,101.0,42.0,2019
267.0,312.0,84.0,2019
272.0,342.0,104.0,2019
322.0,150.0,90.0,2019
306.0,422.0,165.0,2019
130.0,167.0,74.0,2019
89.0,207.0,50.0,2019
1202.0,1249.0,443.0,2019
1723.0,1365.0,635.0,2019
186.0,23.0,53.0,2019
580.0,553.0,220.0,2019
2177.0,1450.0,624.0,2019
3168.0,2070.0,1056.0,2019
983.0,790.0,434.0,2019
1231.0,962.0,404.0,2019
356.0,242.0,113.0,2019
32.0,23.0,11.0,2019
0.0,11.0,0.0,2019
638.0,282.0,182.0,2019
331.0,296.0,135.0,2019
100.0,193.0,69.0,2019
231.0,74.0,74.0,2019
744.0,760.0,344.0,2019
14.0,29.0,8.0,2019
210.0,72.0,73.0,2019
232.0,170.0,78.0,2019
472.0,233.0,172.0,2019
230.0,144.0,57.0,2019
242.0,303.0,125.0,2019
93.0,46.0,37.0,2019
392.0,345.0,132.0,2019
6748.0,6251.0,1354.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
59.0,68.0,21.0,2019
84.0,67.0,26.0,2019
70.0,17.0,0.0,2019
8.0,0.0,1.0,2019
186.0,226.0,82.0,2019
2257.0,1368.0,699.0,2019
168.0,202.0,89.0,2019
416.0,172.0,152.0,2019
280.0,178.0,90.0,2019
1821.0,1060.0,654.0,2019
1157.0,704.0,363.0,2019
1631.0,804.0,482.0,2019
77.0,98.0,14.0,2019
175.0,113.0,67.0,2019
64.0,40.0,24.0,2019
297.0,234.0,65.0,2019
2023.0,1945.0,715.0,2019
350.0,217.0,100.0,2019
15.0,0.0,0.0,2019
753.0,614.0,274.0,2019
1030.0,741.0,325.0,2019
86.0,57.0,30.0,2019
1566.0,988.0,685.0,2019
1127.0,660.0,451.0,2019
369.0,186.0,141.0,2019
490.0,240.0,116.0,2019
306.0,169.0,103.0,2019
173.0,77.0,66.0,2019
220.0,93.0,99.0,2019
80.0,19.0,4.0,2019
93.0,48.0,29.0,2019
142.0,87.0,52.0,2019
317.0,324.0,149.0,2019
14.0,26.0,8.0,2019
11.0,9.0,3.0,2019
210.0,234.0,68.0,2019
415.0,192.0,154.0,2019
84.0,59.0,24.0,2019
1695.0,1179.0,554.0,2019
519.0,447.0,253.0,2019
0.0,11.0,0.0,2019
260.0,221.0,119.0,2019
106.0,84.0,47.0,2019
175.0,93.0,50.0,2019
209.0,144.0,100.0,2019
38.0,14.0,7.0,2019
85.0,85.0,23.0,2019
534.0,553.0,269.0,2019
691.0,416.0,197.0,2019
10.0,0.0,0.0,2019
36.0,6.0,6.0,2019
114.0,104.0,51.0,2019
0.0,0.0,0.0,2019
35.0,89.0,12.0,2019
1253.0,910.0,515.0,2019
1811.0,1347.0,504.0,2019
29.0,0.0,0.0,2019
166.0,70.0,15.0,2019
80.0,14.0,24.0,2019
41.0,16.0,0.0,2019
270.0,249.0,102.0,2019
89.0,36.0,20.0,2019
675.0,644.0,288.0,2019
82.0,0.0,0.0,2019
38.0,0.0,0.0,2019
189.0,115.0,59.0,2019
225.0,326.0,114.0,2019
0.0,36.0,18.0,2019
103.0,280.0,36.0,2019
17.0,48.0,4.0,2019
348.0,182.0,91.0,2019
0.0,0.0,0.0,2019
303.0,181.0,82.0,2019
96.0,126.0,45.0,2019
68.0,55.0,34.0,2019
0.0,0.0,0.0,2019
1909.0,1419.0,583.0,2019
301.0,488.0,99.0,2019
132.0,71.0,45.0,2019
636.0,428.0,223.0,2019
55.0,21.0,0.0,2019
876.0,623.0,294.0,2019
66.0,52.0,14.0,2019
236.0,151.0,96.0,2019
16.0,11.0,0.0,2019
168.0,344.0,83.0,2019
41.0,52.0,13.0,2019
121.0,30.0,35.0,2019
617.0,467.0,246.0,2019
106.0,74.0,38.0,2019
47.0,40.0,38.0,2019
198.0,194.0,83.0,2019
48.0,13.0,4.0,2019
194.0,204.0,90.0,2019
940.0,774.0,287.0,2019
221.0,303.0,114.0,2019
336.0,253.0,121.0,2019
160.0,82.0,70.0,2019
9.0,77.0,9.0,2019
382.0,411.0,150.0,2019
132.0,60.0,42.0,2019
61.0,116.0,35.0,2019
474.0,341.0,162.0,2019
244.0,237.0,110.0,2019
24.0,46.0,0.0,2019
144.0,124.0,46.0,2019
97.0,20.0,10.0,2019
3005.0,1749.0,913.0,2019
24.0,0.0,0.0,2019
376.0,228.0,113.0,2019
2098.0,1550.0,708.0,2019
59.0,82.0,28.0,2019
43.0,17.0,18.0,2019
944.0,742.0,344.0,2019
156.0,93.0,42.0,2019
185.0,232.0,88.0,2019
13.0,0.0,0.0,2019
1037.0,994.0,109.0,2019
3721.0,3194.0,1098.0,2019
1246.0,832.0,367.0,2019
754.0,704.0,166.0,2019
1064.0,1086.0,292.0,2019
1025.0,792.0,317.0,2019
2276.0,2244.0,396.0,2019
88.0,23.0,21.0,2019
3422.0,2606.0,1248.0,2019
4862.0,3143.0,1459.0,2019
3763.0,2489.0,1293.0,2019
1186.0,1001.0,441.0,2019
5111.0,4213.0,1796.0,2019
3499.0,2652.0,1075.0,2019
4252.0,3426.0,1488.0,2019
759.0,726.0,192.0,2019
3480.0,2475.0,1061.0,2019
3114.0,2477.0,1094.0,2019
1963.0,1118.0,441.0,2019
706.0,468.0,113.0,2019
394.0,336.0,157.0,2019
438.0,625.0,181.0,2019
2372.0,1373.0,663.0,2019
0.0,0.0,0.0,2019
910.0,727.0,309.0,2019
507.0,409.0,173.0,2019
441.0,235.0,118.0,2019
1020.0,561.0,334.0,2019
1301.0,1172.0,546.0,2019
2942.0,1968.0,971.0,2019
55.0,44.0,27.0,2019
1212.0,972.0,351.0,2019
1088.0,882.0,395.0,2019
41.0,28.0,6.0,2019
1043.0,870.0,365.0,2019
865.0,391.0,295.0,2019
926.0,563.0,239.0,2019
0.0,6.0,0.0,2019
374.0,421.0,141.0,2019
3168.0,2361.0,1183.0,2019
172.0,135.0,40.0,2019
1894.0,1144.0,581.0,2019
2.0,5.0,0.0,2019
2335.0,1694.0,947.0,2019
410.0,389.0,224.0,2019
0.0,0.0,0.0,2019
1874.0,1595.0,721.0,2019
71.0,121.0,21.0,2019
96.0,100.0,22.0,2019
82.0,70.0,45.0,2019
12.0,12.0,0.0,2019
2481.0,2062.0,772.0,2019
2497.0,1667.0,854.0,2019
4282.0,3165.0,1628.0,2019
45.0,34.0,12.0,2019
706.0,621.0,239.0,2019
709.0,479.0,246.0,2019
1714.0,1104.0,548.0,2019
0.0,0.0,0.0,2019
136.0,101.0,55.0,2019
528.0,312.0,175.0,2019
27.0,28.0,15.0,2019
244.0,218.0,73.0,2019
0.0,0.0,0.0,2019
271.0,152.0,69.0,2019
805.0,487.0,275.0,2019
1711.0,1424.0,588.0,2019
416.0,220.0,138.0,2019
274.0,207.0,78.0,2019
671.0,533.0,224.0,2019
2898.0,2170.0,1049.0,2019
294.0,217.0,76.0,2019
1912.0,1921.0,922.0,2019
0.0,0.0,0.0,2019
424.0,263.0,173.0,2019
551.0,467.0,214.0,2019
1833.0,1698.0,591.0,2019
0.0,0.0,0.0,2019
598.0,630.0,220.0,2019
171.0,102.0,41.0,2019
123.0,202.0,58.0,2019
1260.0,920.0,460.0,2019
177.0,80.0,74.0,2019
1506.0,1427.0,716.0,2019
27.0,0.0,14.0,2019
1161.0,735.0,456.0,2019
113.0,48.0,37.0,2019
269.0,349.0,112.0,2019
53.0,25.0,23.0,2019
119.0,51.0,39.0,2019
127.0,189.0,81.0,2019
6407.0,5108.0,1715.0,2019
15.0,12.0,0.0,2019
960.0,931.0,428.0,2019
349.0,400.0,179.0,2019
446.0,450.0,199.0,2019
2027.0,1669.0,337.0,2019
2053.0,1479.0,344.0,2019
4199.0,4808.0,1673.0,2019
3343.0,2575.0,1231.0,2019
0.0,0.0,0.0,2019
228.0,231.0,7.0,2019
5569.0,4360.0,882.0,2019
1869.0,1288.0,528.0,2019
43.0,44.0,0.0,2019
1924.0,2079.0,743.0,2019
245.0,125.0,36.0,2019
261.0,256.0,75.0,2019
1482.0,1242.0,574.0,2019
106.0,198.0,51.0,2019
4951.0,3198.0,1678.0,2019
3560.0,2513.0,1098.0,2019
0.0,0.0,0.0,2019
2999.0,2990.0,1277.0,2019
673.0,350.0,224.0,2019
646.0,582.0,184.0,2019
51.0,134.0,47.0,2019
582.0,276.0,219.0,2019
3379.0,2746.0,1340.0,2019
0.0,0.0,0.0,2019
1836.0,1498.0,657.0,2019
682.0,346.0,243.0,2019
118.0,62.0,54.0,2019
2757.0,2007.0,1001.0,2019
196.0,158.0,52.0,2019
96.0,129.0,62.0,2019
421.0,400.0,195.0,2019
24.0,22.0,12.0,2019
8.0,0.0,4.0,2019
165.0,199.0,83.0,2019
86.0,20.0,14.0,2019
147.0,204.0,134.0,2019
0.0,0.0,0.0,2019
22.0,8.0,7.0,2019
51.0,62.0,35.0,2019
122.0,44.0,51.0,2019
692.0,476.0,296.0,2019
46.0,47.0,12.0,2019
102.0,108.0,54.0,2019
387.0,104.0,111.0,2019
863.0,748.0,372.0,2019
9.0,56.0,36.0,2019
17.0,16.0,0.0,2019
1239.0,739.0,505.0,2019
80.0,48.0,40.0,2019
35.0,19.0,20.0,2019
9.0,0.0,0.0,2019
137.0,73.0,38.0,2019
78.0,97.0,70.0,2019
26.0,44.0,24.0,2019
192.0,134.0,79.0,2019
94.0,97.0,51.0,2019
74.0,68.0,36.0,2019
146.0,19.0,45.0,2019
45.0,23.0,20.0,2019
185.0,176.0,90.0,2019
114.0,97.0,53.0,2019
227.0,117.0,68.0,2019
79.0,48.0,38.0,2019
320.0,323.0,150.0,2019
67.0,44.0,29.0,2019
252.0,262.0,141.0,2019
96.0,106.0,45.0,2019
2440.0,1474.0,778.0,2019
91.0,77.0,48.0,2019
31.0,33.0,19.0,2019
37.0,42.0,35.0,2019
24.0,39.0,6.0,2019
121.0,48.0,25.0,2019
57.0,39.0,28.0,2019
676.0,601.0,278.0,2019
41.0,72.0,24.0,2019
88.0,105.0,55.0,2019
37.0,70.0,37.0,2019
81.0,76.0,37.0,2019
12.0,13.0,12.0,2019
127.0,0.0,24.0,2019
46.0,128.0,45.0,2019
31.0,23.0,12.0,2019
3153.0,2985.0,1392.0,2019
17.0,5.0,8.0,2019
2409.0,1910.0,974.0,2019
145.0,133.0,77.0,2019
1920.0,1536.0,822.0,2019
0.0,0.0,0.0,2019
120.0,105.0,65.0,2019
178.0,113.0,117.0,2019
47.0,99.0,41.0,2019
57.0,53.0,14.0,2019
127.0,145.0,77.0,2019
689.0,494.0,269.0,2019
345.0,243.0,135.0,2019
166.0,112.0,66.0,2019
388.0,304.0,141.0,2019
1074.0,716.0,308.0,2019
324.0,239.0,86.0,2019
252.0,179.0,109.0,2019
739.0,789.0,414.0,2019
269.0,182.0,85.0,2019
3040.0,2743.0,990.0,2019
1136.0,802.0,338.0,2019
1417.0,1187.0,574.0,2019
599.0,337.0,126.0,2019
1182.0,818.0,324.0,2019
1437.0,1909.0,470.0,2019
448.0,343.0,204.0,2019
1615.0,1266.0,498.0,2019
71.0,36.0,19.0,2019
40.0,18.0,12.0,2019
1371.0,764.0,450.0,2019
175.0,238.0,85.0,2019
1021.0,766.0,334.0,2019
724.0,774.0,308.0,2019
2737.0,2109.0,982.0,2019
89.0,47.0,24.0,2019
41.0,88.0,27.0,2019
128.0,121.0,38.0,2019
134.0,75.0,37.0,2019
231.0,183.0,79.0,2019
310.0,246.0,101.0,2019
932.0,622.0,326.0,2019
0.0,0.0,0.0,2019
137.0,109.0,52.0,2019
1506.0,1152.0,508.0,2019
227.0,85.0,15.0,2019
12.0,0.0,0.0,2019
104.0,78.0,25.0,2019
270.0,174.0,79.0,2019
3018.0,2101.0,945.0,2019
378.0,380.0,196.0,2019
585.0,568.0,213.0,2019
580.0,323.0,81.0,2019
1134.0,674.0,298.0,2019
36.0,22.0,23.0,2019
143.0,217.0,28.0,2019
174.0,166.0,44.0,2019
164.0,90.0,60.0,2019
225.0,183.0,61.0,2019
196.0,128.0,51.0,2019
439.0,353.0,201.0,2019
1085.0,768.0,434.0,2019
270.0,424.0,136.0,2019
612.0,534.0,238.0,2019
483.0,270.0,176.0,2019
0.0,0.0,0.0,2019
2409.0,2113.0,883.0,2019
1751.0,1350.0,693.0,2019
328.0,96.0,90.0,2019
93.0,104.0,44.0,2019
646.0,562.0,248.0,2019
72.0,64.0,27.0,2019
5.0,7.0,0.0,2019
807.0,555.0,301.0,2019
270.0,183.0,127.0,2019
0.0,0.0,0.0,2019
1498.0,1280.0,564.0,2019
1037.0,717.0,421.0,2019
160.0,77.0,67.0,2019
93.0,88.0,61.0,2019
140.0,142.0,76.0,2019
1964.0,1754.0,823.0,2019
38.0,48.0,16.0,2019
82.0,132.0,43.0,2019
345.0,387.0,148.0,2019
589.0,554.0,311.0,2019
131.0,88.0,80.0,2019
490.0,411.0,157.0,2019
948.0,830.0,401.0,2019
49.0,97.0,29.0,2019
114.0,101.0,50.0,2019
278.0,312.0,135.0,2019
22.0,0.0,11.0,2019
139.0,76.0,56.0,2019
58.0,111.0,44.0,2019
79.0,110.0,33.0,2019
137.0,227.0,87.0,2019
241.0,276.0,75.0,2019
317.0,160.0,97.0,2019
356.0,480.0,183.0,2019
65.0,43.0,41.0,2019
1485.0,1395.0,548.0,2019
100.0,83.0,53.0,2019
252.0,138.0,83.0,2019
30.0,9.0,0.0,2019
22.0,102.0,11.0,2019
885.0,521.0,285.0,2019
71.0,51.0,31.0,2019
14.0,36.0,6.0,2019
78.0,155.0,38.0,2019
402.0,211.0,104.0,2019
24.0,17.0,18.0,2019
128.0,148.0,57.0,2019
71.0,34.0,29.0,2019
107.0,45.0,29.0,2019
89.0,117.0,29.0,2019
223.0,157.0,82.0,2019
174.0,190.0,110.0,2019
68.0,19.0,7.0,2019
0.0,0.0,0.0,2019
91.0,63.0,23.0,2019
1068.0,784.0,427.0,2019
1152.0,1067.0,472.0,2019
812.0,709.0,359.0,2019
38.0,0.0,7.0,2019
57.0,89.0,19.0,2019
1764.0,1741.0,817.0,2019
279.0,169.0,77.0,2019
87.0,53.0,41.0,2019
6.0,30.0,0.0,2019
104.0,45.0,36.0,2019
0.0,0.0,0.0,2019
6.0,37.0,0.0,2019
69.0,25.0,19.0,2019
0.0,12.0,0.0,2019
0.0,0.0,0.0,2019
135.0,69.0,51.0,2019
72.0,34.0,42.0,2019
100.0,93.0,46.0,2019
58.0,83.0,48.0,2019
1593.0,1624.0,765.0,2019
1000.0,1011.0,508.0,2019
3091.0,2545.0,1308.0,2019
33.0,46.0,46.0,2019
115.0,218.0,26.0,2019
38.0,0.0,0.0,2019
453.0,340.0,190.0,2019
34.0,0.0,0.0,2019
153.0,121.0,52.0,2019
750.0,687.0,391.0,2019
21.0,0.0,10.0,2019
0.0,0.0,0.0,2019
32.0,12.0,0.0,2019
80.0,114.0,73.0,2019
169.0,127.0,84.0,2019
31.0,0.0,0.0,2019
36.0,48.0,14.0,2019
816.0,585.0,340.0,2019
0.0,0.0,0.0,2019
243.0,239.0,109.0,2019
3.0,8.0,4.0,2019
9.0,0.0,0.0,2019
20.0,40.0,22.0,2019
77.0,100.0,34.0,2019
142.0,146.0,86.0,2019
352.0,128.0,107.0,2019
52.0,131.0,40.0,2019
148.0,87.0,48.0,2019
188.0,125.0,82.0,2019
119.0,73.0,38.0,2019
66.0,20.0,41.0,2019
45.0,14.0,20.0,2019
469.0,126.0,182.0,2019
88.0,74.0,42.0,2019
16.0,36.0,16.0,2019
113.0,129.0,66.0,2019
13.0,36.0,7.0,2019
140.0,43.0,40.0,2019
139.0,128.0,99.0,2019
389.0,299.0,215.0,2019
114.0,43.0,34.0,2019
116.0,104.0,45.0,2019
325.0,154.0,96.0,2019
68.0,66.0,67.0,2019
14.0,15.0,0.0,2019
219.0,146.0,94.0,2019
91.0,135.0,35.0,2019
0.0,22.0,0.0,2019
254.0,149.0,100.0,2019
89.0,128.0,25.0,2019
21.0,27.0,21.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
327.0,296.0,138.0,2019
121.0,30.0,25.0,2019
62.0,66.0,43.0,2019
331.0,517.0,178.0,2019
161.0,127.0,77.0,2019
128.0,141.0,76.0,2019
80.0,48.0,30.0,2019
34.0,18.0,18.0,2019
46.0,13.0,13.0,2019
259.0,240.0,135.0,2019
650.0,415.0,209.0,2019
30.0,29.0,10.0,2019
1884.0,1378.0,714.0,2019
142.0,175.0,86.0,2019
0.0,0.0,0.0,2019
106.0,27.0,40.0,2019
132.0,155.0,109.0,2019
169.0,200.0,81.0,2019
56.0,80.0,32.0,2019
140.0,74.0,69.0,2019
1872.0,1486.0,804.0,2019
0.0,0.0,0.0,2019
123.0,0.0,70.0,2019
166.0,149.0,45.0,2019
217.0,169.0,113.0,2019
65.0,106.0,55.0,2019
152.0,194.0,94.0,2019
299.0,225.0,57.0,2019
38.0,50.0,14.0,2019
115.0,156.0,61.0,2019
0.0,0.0,0.0,2019
217.0,130.0,108.0,2019
50.0,56.0,23.0,2019
12.0,71.0,7.0,2019
76.0,91.0,28.0,2019
82.0,46.0,34.0,2019
113.0,122.0,71.0,2019
413.0,377.0,147.0,2019
43.0,0.0,21.0,2019
55.0,42.0,19.0,2019
99.0,73.0,52.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
169.0,117.0,80.0,2019
100.0,44.0,26.0,2019
40.0,17.0,17.0,2019
26.0,51.0,14.0,2019
281.0,384.0,177.0,2019
255.0,250.0,124.0,2019
0.0,0.0,0.0,2019
299.0,466.0,175.0,2019
132.0,91.0,55.0,2019
15.0,14.0,4.0,2019
10.0,119.0,53.0,2019
43.0,54.0,20.0,2019
199.0,337.0,104.0,2019
48.0,37.0,15.0,2019
55.0,27.0,41.0,2019
133.0,47.0,41.0,2019
307.0,317.0,135.0,2019
148.0,243.0,101.0,2019
103.0,89.0,62.0,2019
72.0,76.0,32.0,2019
118.0,107.0,48.0,2019
76.0,119.0,45.0,2019
74.0,25.0,31.0,2019
55.0,105.0,28.0,2019
54.0,23.0,21.0,2019
119.0,164.0,75.0,2019
89.0,66.0,33.0,2019
152.0,138.0,74.0,2019
115.0,257.0,105.0,2019
104.0,144.0,56.0,2019
74.0,66.0,48.0,2019
147.0,94.0,20.0,2019
235.0,184.0,145.0,2019
188.0,108.0,83.0,2019
81.0,43.0,41.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
28.0,52.0,14.0,2019
1500.0,1044.0,653.0,2019
88.0,44.0,39.0,2019
26.0,41.0,26.0,2019
161.0,183.0,86.0,2019
2866.0,2287.0,975.0,2019
2350.0,1913.0,715.0,2019
35.0,52.0,0.0,2019
173.0,92.0,52.0,2019
0.0,0.0,0.0,2019
223.0,222.0,124.0,2019
101.0,78.0,51.0,2019
1066.0,922.0,395.0,2019
30.0,35.0,13.0,2019
133.0,63.0,31.0,2019
208.0,292.0,93.0,2019
313.0,165.0,44.0,2019
18.0,33.0,12.0,2019
31.0,62.0,15.0,2019
18.0,33.0,9.0,2019
0.0,0.0,0.0,2019
441.0,291.0,141.0,2019
89.0,50.0,21.0,2019
37.0,29.0,11.0,2019
591.0,434.0,234.0,2019
145.0,215.0,70.0,2019
131.0,68.0,14.0,2019
122.0,61.0,76.0,2019
231.0,123.0,89.0,2019
164.0,77.0,35.0,2019
339.0,306.0,125.0,2019
346.0,448.0,101.0,2019
265.0,240.0,128.0,2019
25.0,7.0,0.0,2019
226.0,114.0,47.0,2019
85.0,92.0,40.0,2019
137.0,132.0,42.0,2019
0.0,0.0,0.0,2019
21.0,18.0,0.0,2019
634.0,522.0,178.0,2019
2864.0,2281.0,819.0,2019
0.0,48.0,0.0,2019
3542.0,3120.0,1027.0,2019
283.0,177.0,89.0,2019
161.0,103.0,67.0,2019
225.0,166.0,57.0,2019
145.0,101.0,39.0,2019
45.0,0.0,0.0,2019
0.0,0.0,0.0,2019
8.0,14.0,5.0,2019
109.0,158.0,55.0,2019
249.0,125.0,70.0,2019
410.0,177.0,111.0,2019
143.0,68.0,34.0,2019
7266.0,5847.0,2274.0,2019
139.0,114.0,47.0,2019
1143.0,1213.0,497.0,2019
2536.0,1377.0,554.0,2019
297.0,329.0,145.0,2019
228.0,77.0,85.0,2019
100.0,65.0,41.0,2019
6.0,7.0,6.0,2019
910.0,829.0,299.0,2019
868.0,763.0,358.0,2019
56.0,47.0,15.0,2019
153.0,109.0,52.0,2019
1817.0,916.0,567.0,2019
87.0,97.0,39.0,2019
4187.0,3091.0,1367.0,2019
0.0,0.0,0.0,2019
61.0,95.0,31.0,2019
18.0,8.0,7.0,2019
9.0,0.0,0.0,2019
60.0,78.0,21.0,2019
28.0,18.0,2.0,2019
173.0,111.0,38.0,2019
88.0,0.0,49.0,2019
1787.0,1203.0,652.0,2019
271.0,200.0,127.0,2019
1047.0,930.0,381.0,2019
3.0,20.0,2.0,2019
907.0,748.0,282.0,2019
232.0,156.0,53.0,2019
67.0,42.0,8.0,2019
576.0,330.0,200.0,2019
113.0,15.0,8.0,2019
397.0,276.0,121.0,2019
996.0,572.0,365.0,2019
103.0,43.0,35.0,2019
126.0,132.0,53.0,2019
188.0,168.0,78.0,2019
573.0,409.0,234.0,2019
898.0,777.0,448.0,2019
0.0,0.0,0.0,2019
447.0,355.0,168.0,2019
41.0,77.0,34.0,2019
5420.0,3334.0,1900.0,2019
15.0,18.0,7.0,2019
362.0,296.0,158.0,2019
124.0,244.0,38.0,2019
1270.0,932.0,525.0,2019
956.0,1028.0,366.0,2019
58.0,39.0,0.0,2019
44.0,74.0,19.0,2019
12.0,10.0,4.0,2019
103.0,81.0,63.0,2019
99.0,37.0,24.0,2019
1542.0,1117.0,503.0,2019
52.0,30.0,19.0,2019
22.0,23.0,11.0,2019
89.0,101.0,33.0,2019
4504.0,3723.0,1777.0,2019
3689.0,2969.0,1456.0,2019
1349.0,743.0,416.0,2019
52.0,20.0,20.0,2019
0.0,0.0,0.0,2019
48.0,39.0,28.0,2019
37.0,81.0,17.0,2019
128.0,83.0,20.0,2019
29.0,58.0,13.0,2019
240.0,247.0,126.0,2019
179.0,134.0,69.0,2019
879.0,472.0,249.0,2019
32.0,18.0,0.0,2019
76.0,74.0,28.0,2019
193.0,187.0,81.0,2019
0.0,0.0,0.0,2019
59.0,20.0,21.0,2019
210.0,192.0,105.0,2019
67.0,126.0,37.0,2019
942.0,847.0,389.0,2019
443.0,399.0,176.0,2019
315.0,198.0,123.0,2019
97.0,95.0,16.0,2019
113.0,48.0,24.0,2019
265.0,299.0,127.0,2019
230.0,188.0,94.0,2019
7.0,5.0,3.0,2019
76.0,55.0,36.0,2019
55.0,0.0,0.0,2019
47.0,14.0,8.0,2019
174.0,192.0,51.0,2019
44.0,33.0,19.0,2019
43.0,40.0,6.0,2019
15.0,25.0,8.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
126.0,68.0,48.0,2019
43.0,39.0,15.0,2019
476.0,450.0,186.0,2019
184.0,55.0,49.0,2019
410.0,327.0,180.0,2019
198.0,83.0,55.0,2019
708.0,440.0,222.0,2019
159.0,200.0,43.0,2019
294.0,150.0,104.0,2019
215.0,90.0,28.0,2019
242.0,206.0,117.0,2019
4063.0,3280.0,1439.0,2019
3018.0,2167.0,1179.0,2019
58.0,19.0,20.0,2019
720.0,1300.0,169.0,2019
137.0,80.0,41.0,2019
74.0,96.0,32.0,2019
313.0,267.0,97.0,2019
1027.0,761.0,413.0,2019
566.0,625.0,204.0,2019
194.0,155.0,96.0,2019
58.0,73.0,23.0,2019
63.0,55.0,35.0,2019
333.0,188.0,95.0,2019
131.0,45.0,23.0,2019
169.0,0.0,20.0,2019
376.0,238.0,124.0,2019
114.0,76.0,51.0,2019
91.0,23.0,28.0,2019
5.0,0.0,0.0,2019
69.0,95.0,30.0,2019
2704.0,2063.0,1009.0,2019
2709.0,1962.0,981.0,2019
104.0,57.0,41.0,2019
451.0,293.0,161.0,2019
467.0,361.0,161.0,2019
321.0,232.0,112.0,2019
62.0,83.0,26.0,2019
983.0,870.0,332.0,2019
76.0,13.0,13.0,2019
697.0,644.0,311.0,2019
622.0,550.0,250.0,2019
263.0,220.0,86.0,2019
109.0,80.0,42.0,2019
598.0,510.0,153.0,2019
1300.0,1119.0,439.0,2019
0.0,4.0,0.0,2019
548.0,671.0,278.0,2019
48.0,20.0,22.0,2019
2512.0,2326.0,958.0,2019
437.0,247.0,102.0,2019
445.0,683.0,272.0,2019
0.0,0.0,0.0,2019
1666.0,1058.0,565.0,2019
611.0,530.0,269.0,2019
359.0,352.0,129.0,2019
870.0,728.0,343.0,2019
3710.0,2089.0,1144.0,2019
170.0,199.0,116.0,2019
208.0,207.0,94.0,2019
35.0,54.0,24.0,2019
120.0,47.0,49.0,2019
820.0,574.0,298.0,2019
2574.0,1632.0,787.0,2019
412.0,349.0,189.0,2019
16.0,35.0,0.0,2019
224.0,212.0,106.0,2019
649.0,435.0,186.0,2019
1641.0,1495.0,632.0,2019
97.0,163.0,36.0,2019
6.0,6.0,6.0,2019
361.0,184.0,53.0,2019
274.0,135.0,63.0,2019
30.0,191.0,98.0,2019
43.0,55.0,21.0,2019
864.0,803.0,297.0,2019
185.0,150.0,81.0,2019
855.0,411.0,246.0,2019
868.0,737.0,363.0,2019
93.0,79.0,46.0,2019
2150.0,2046.0,859.0,2019
220.0,164.0,66.0,2019
0.0,0.0,0.0,2019
23.0,16.0,14.0,2019
38.0,73.0,10.0,2019
671.0,378.0,179.0,2019
226.0,231.0,76.0,2019
71.0,68.0,29.0,2019
194.0,135.0,94.0,2019
0.0,22.0,0.0,2019
39.0,49.0,10.0,2019
37.0,0.0,0.0,2019
124.0,132.0,44.0,2019
1316.0,912.0,503.0,2019
0.0,0.0,0.0,2019
30.0,15.0,2.0,2019
345.0,194.0,156.0,2019
162.0,32.0,58.0,2019
10.0,6.0,6.0,2019
239.0,239.0,58.0,2019
33.0,48.0,21.0,2019
300.0,208.0,141.0,2019
2655.0,1838.0,823.0,2019
1216.0,903.0,462.0,2019
1191.0,983.0,418.0,2019
498.0,388.0,83.0,2019
205.0,39.0,17.0,2019
88.0,145.0,0.0,2019
257.0,144.0,59.0,2019
230.0,214.0,64.0,2019
2404.0,1866.0,960.0,2019
672.0,441.0,167.0,2019
0.0,0.0,0.0,2019
0.0,0.0,0.0,2019
558.0,405.0,165.0,2019
0.0,0.0,0.0,2019
11.0,7.0,3.0,2019
462.0,443.0,137.0,2019
19.0,22.0,3.0,2019
8.0,10.0,3.0,2019
1200.0,785.0,393.0,2019
244.0,126.0,70.0,2019
76.0,55.0,28.0,2019
164.0,65.0,37.0,2019
2399.0,1630.0,866.0,2019
254.0,297.0,69.0,2019
5726.0,4386.0,1745.0,2019
1074.0,944.0,447.0,2019
123.0,70.0,37.0,2019
170.0,116.0,70.0,2019
650.0,584.0,202.0,2019
464.0,324.0,154.0,2019
453.0,532.0,173.0,2019
12.0,0.0,0.0,2019
107.0,115.0,65.0,2019
2592.0,2101.0,916.0,2019
0.0,0.0,0.0,2019
122.0,75.0,27.0,2019
310.0,198.0,143.0,2019
615.0,340.0,153.0,2019
453.0,206.0,111.0,2019
0.0,7.0,0.0,2019
1259.0,1094.0,510.0,2019
358.0,369.0,101.0,2019
2574.0,2340.0,814.0,2019
690.0,439.0,290.0,2019
41.0,16.0,7.0,2019
856.0,689.0,279.0,2019
13.0,36.0,14.0,2019
141.0,159.0,55.0,2019
400.0,357.0,197.0,2019
360.0,350.0,164.0,2019
138.0,111.0,77.0,2019
243.0,328.0,112.0,2019
1.0,0.0,0.0,2019
1564.0,954.0,341.0,2019
13.0,0.0,0.0,2019
346.0,69.0,42.0,2019
2013.0,1883.0,767.0,2019
